school_a,school_b,distance_miles,is_edge_case,source
Albertus Magnus,Albright,204.0,False,ncaa_verified
Albertus Magnus,Amherst,89.0,False,ncaa_verified
Albertus Magnus,Anderson,779.2,False,osrm
Albertus Magnus,Arcadia,178.0,False,ncaa_verified
Albertus Magnus,Asbury,814.0,False,ncaa_verified
Albertus Magnus,Augustana,1015.0,False,ncaa_verified
Albertus Magnus,Aurora,909.0,False,ncaa_verified
Albertus Magnus,Babson,126.0,False,ncaa_verified
Albertus Magnus,Baldwin Wallace,538.0,False,ncaa_verified
Albertus Magnus,Baruch,80.0,False,ncaa_verified
Albertus Magnus,Bates,267.0,False,ncaa_verified
Albertus Magnus,Belhaven,1290.0,False,ncaa_verified
Albertus Magnus,Benedictine,892.0,False,ncaa_verified
Albertus Magnus,Berea,803.0,False,ncaa_verified
Albertus Magnus,Berry,959.0,False,ncaa_verified
Albertus Magnus,Bethany Luth,1299.0,False,ncaa_verified
Albertus Magnus,Bethel,1276.0,False,ncaa_verified
Albertus Magnus,Bowdoin,262.0,False,ncaa_verified
Albertus Magnus,Brandeis,124.6,False,osrm
Albertus Magnus,Brevard,834.0,False,ncaa_verified
Albertus Magnus,Bridgewater (VA),443.0,False,ncaa_verified
Albertus Magnus,Bridgewater St.,140.0,False,ncaa_verified
Albertus Magnus,Brockport St.,393.0,False,ncaa_verified
Albertus Magnus,Brooklyn College,91.0,False,ncaa_verified
Albertus Magnus,Bryn Athyn,169.0,False,ncaa_verified
Albertus Magnus,Cairn,162.1,False,osrm
Albertus Magnus,Cal Lutheran,2909.0,False,ncaa_verified
Albertus Magnus,Calvin,816.0,False,ncaa_verified
Albertus Magnus,Capital,614.0,False,ncaa_verified
Albertus Magnus,Carnegie Mellon,454.0,False,ncaa_verified
Albertus Magnus,Carroll,973.0,False,ncaa_verified
Albertus Magnus,Carthage,935.0,False,ncaa_verified
Albertus Magnus,Case Western,541.0,False,ncaa_verified
Albertus Magnus,Catholic,306.0,False,ncaa_verified
Albertus Magnus,Centre,823.0,False,ncaa_verified
Albertus Magnus,Chapman,2863.0,False,ncaa_verified
Albertus Magnus,Chatham,449.0,False,ncaa_verified
Albertus Magnus,Chicago,861.0,False,ncaa_verified
Albertus Magnus,Christopher Newport,480.0,True,ncaa_verified
Albertus Magnus,Claremont-Mudd-Scripps,2834.8,False,osrm
Albertus Magnus,Coast Guard,49.0,False,ncaa_verified
Albertus Magnus,Coe,1098.0,False,ncaa_verified
Albertus Magnus,Colby,308.3,False,osrm
Albertus Magnus,Colorado College,1862.0,False,ncaa_verified
Albertus Magnus,Concordia (TX),1815.0,False,osrm
Albertus Magnus,Concordia Moorhead,1507.0,False,ncaa_verified
Albertus Magnus,Cortland,252.0,False,ncaa_verified
Albertus Magnus,Denison,601.0,False,ncaa_verified
Albertus Magnus,DePauw,842.0,False,ncaa_verified
Albertus Magnus,DeSales,173.0,False,ncaa_verified
Albertus Magnus,Dickinson,271.0,False,ncaa_verified
Albertus Magnus,Drew,107.5,False,osrm
Albertus Magnus,East Texas Baptist,1535.0,False,ncaa_verified
Albertus Magnus,Eastern Connecticut,65.0,False,ncaa_verified
Albertus Magnus,Elizabethtown,261.0,False,ncaa_verified
Albertus Magnus,Emmanuel,135.0,False,ncaa_verified
Albertus Magnus,Emory,941.0,False,ncaa_verified
Albertus Magnus,Endicott,159.0,False,ncaa_verified
Albertus Magnus,Eureka,977.0,False,ncaa_verified
Albertus Magnus,Farmingdale,94.2,False,osrm
Albertus Magnus,Framingham St.,116.0,False,ncaa_verified
Albertus Magnus,Franklin,812.0,False,ncaa_verified
Albertus Magnus,Franklin & Marshall,242.2,False,osrm
Albertus Magnus,Gallaudet,305.0,False,ncaa_verified
Albertus Magnus,Gettysburg,293.0,False,ncaa_verified
Albertus Magnus,Greensboro,620.0,False,ncaa_verified
Albertus Magnus,Greenville,986.0,False,ncaa_verified
Albertus Magnus,Grinnell,1136.5,False,osrm
Albertus Magnus,Guilford,625.0,False,ncaa_verified
Albertus Magnus,Gustavus Adolphus,1310.0,False,ncaa_verified
Albertus Magnus,Hamilton,257.0,False,ncaa_verified
Albertus Magnus,Hamline,1270.0,False,ncaa_verified
Albertus Magnus,Hanover,799.0,False,ncaa_verified
Albertus Magnus,Hardin-Simmons,1813.0,False,ncaa_verified
Albertus Magnus,Hood,319.8,False,osrm
Albertus Magnus,Hope,844.0,False,ncaa_verified
Albertus Magnus,Houghton,367.0,False,ncaa_verified
Albertus Magnus,Hunter,85.0,False,ncaa_verified
Albertus Magnus,Husson,366.0,False,ncaa_verified
Albertus Magnus,Illinois Wesleyan,973.0,False,ncaa_verified
Albertus Magnus,Immaculata,307.0,False,ncaa_verified
Albertus Magnus,Ithaca,262.0,False,ncaa_verified
Albertus Magnus,John Carroll,530.0,False,ncaa_verified
Albertus Magnus,John Jay,81.0,False,ncaa_verified
Albertus Magnus,Johns Hopkins,274.0,False,ncaa_verified
Albertus Magnus,Johnson & Wales (RI),105.0,False,ncaa_verified
Albertus Magnus,Knox,1036.0,False,ncaa_verified
Albertus Magnus,La Roche,462.0,False,ncaa_verified
Albertus Magnus,La Verne,2839.0,False,ncaa_verified
Albertus Magnus,LaGrange,1016.0,False,ncaa_verified
Albertus Magnus,Lancaster Bib,242.0,False,ncaa_verified
Albertus Magnus,Lawrence,1062.0,False,ncaa_verified
Albertus Magnus,Lebanon Val,240.0,False,ncaa_verified
Albertus Magnus,Lehman,66.4,False,osrm
Albertus Magnus,Linfield,3013.0,False,ncaa_verified
Albertus Magnus,Loras,1046.0,False,ncaa_verified
Albertus Magnus,Luther,1162.0,False,ncaa_verified
Albertus Magnus,Lyon,1285.0,False,osrm
Albertus Magnus,Maine-Farmington,310.3,False,osrm
Albertus Magnus,Maine-Maritime,376.0,False,ncaa_verified
Albertus Magnus,Manhattanville,58.0,False,ncaa_verified
Albertus Magnus,Marietta,578.0,False,ncaa_verified
Albertus Magnus,Martin Luther,1328.0,False,ncaa_verified
Albertus Magnus,Mary Hardin-Baylor,1768.0,False,ncaa_verified
Albertus Magnus,Mary Washington,361.0,False,ncaa_verified
Albertus Magnus,Marymount,321.0,False,ncaa_verified
Albertus Magnus,Maryville,798.6,False,osrm
Albertus Magnus,Mass-Boston,136.7,False,osrm
Albertus Magnus,Mass-Dartmouth,189.0,False,ncaa_verified
Albertus Magnus,McDaniel,297.0,False,ncaa_verified
Albertus Magnus,McMurry,1814.0,False,ncaa_verified
Albertus Magnus,Merchant Marine,80.0,False,ncaa_verified
Albertus Magnus,Messiah,263.0,False,ncaa_verified
Albertus Magnus,Middlebury,235.0,False,ncaa_verified
Albertus Magnus,Millikin,964.0,False,ncaa_verified
Albertus Magnus,Millsaps,1284.0,False,ncaa_verified
Albertus Magnus,Minn-Morris,1429.0,False,ncaa_verified
Albertus Magnus,Misericordia,195.0,False,ncaa_verified
Albertus Magnus,MIT,136.0,False,ncaa_verified
Albertus Magnus,Mitchell,52.0,False,ncaa_verified
Albertus Magnus,Montclair St.,96.0,False,ncaa_verified
Albertus Magnus,Moravian,167.0,False,ncaa_verified
Albertus Magnus,Morrisville St.,255.0,False,ncaa_verified
Albertus Magnus,MSOE,958.0,False,ncaa_verified
Albertus Magnus,Mt. Aloysius,368.0,False,ncaa_verified
Albertus Magnus,Mt. St. Joseph,730.0,False,ncaa_verified
Albertus Magnus,Mt. St. Mary,313.0,False,ncaa_verified
Albertus Magnus,Mt. St. Vincent,72.0,False,ncaa_verified
Albertus Magnus,Mt. Union,509.6,True,osrm
Albertus Magnus,Muhlenberg,177.0,False,ncaa_verified
Albertus Magnus,Nazareth,369.0,False,ncaa_verified
Albertus Magnus,NC Wesleyan,532.0,False,ncaa_verified
Albertus Magnus,Nebraska Wesleyan,1367.4,False,osrm
Albertus Magnus,Neumann,198.0,False,ncaa_verified
Albertus Magnus,New Jersey City,92.0,False,ncaa_verified
Albertus Magnus,Northwestern (MN),1274.0,False,ncaa_verified
Albertus Magnus,Notre Dame (MD),271.0,False,ncaa_verified
Albertus Magnus,NYU,84.0,False,ncaa_verified
Albertus Magnus,Oberlin,561.0,False,ncaa_verified
Albertus Magnus,Occidental,2864.0,False,ncaa_verified
Albertus Magnus,Oglethorpe,937.0,False,ncaa_verified
Albertus Magnus,Ohio Northern,653.0,False,ncaa_verified
Albertus Magnus,Ohio Wesleyan,623.0,False,ncaa_verified
Albertus Magnus,Oswego St.,323.0,False,ncaa_verified
Albertus Magnus,Otterbein,628.9,False,osrm
Albertus Magnus,Pacific,2999.0,False,ncaa_verified
Albertus Magnus,Penn State-Behrend,476.0,False,ncaa_verified
Albertus Magnus,Pfeiffer,682.0,False,ncaa_verified
Albertus Magnus,Piedmont,888.0,False,ncaa_verified
Albertus Magnus,Pitt-Greensburg,427.9,False,osrm
Albertus Magnus,Plattsburgh St.,308.0,False,ncaa_verified
Albertus Magnus,Pomona-Pitzer,2839.0,False,ncaa_verified
Albertus Magnus,Principia,1051.0,False,ncaa_verified
Albertus Magnus,PSU-Harrisburg,259.0,False,ncaa_verified
Albertus Magnus,Puget Sound,2901.0,False,ncaa_verified
Albertus Magnus,Randolph Col,490.0,True,ncaa_verified
Albertus Magnus,Randolph-Macon,402.0,False,ncaa_verified
Albertus Magnus,Redlands,2798.0,False,ncaa_verified
Albertus Magnus,Rensselaer,155.0,False,ncaa_verified
Albertus Magnus,Rhode Island College,106.0,False,ncaa_verified
Albertus Magnus,Rhodes,1170.0,False,osrm
Albertus Magnus,Ripon,1040.0,False,ncaa_verified
Albertus Magnus,Rivier,149.0,False,ncaa_verified
Albertus Magnus,Roanoke,539.4,False,osrm
Albertus Magnus,Rochester,374.0,False,ncaa_verified
Albertus Magnus,Rochester Tech,377.0,False,ncaa_verified
Albertus Magnus,Roger Williams,121.0,False,ncaa_verified
Albertus Magnus,Rowan,189.0,False,ncaa_verified
Albertus Magnus,Sage,154.0,False,ncaa_verified
Albertus Magnus,Salem St.,157.0,False,ncaa_verified
Albertus Magnus,Scranton,171.0,False,ncaa_verified
Albertus Magnus,Shenandoah,367.0,False,ncaa_verified
Albertus Magnus,Simpson (IA),1200.0,False,ncaa_verified
Albertus Magnus,Skidmore,185.0,False,ncaa_verified
Albertus Magnus,Smith,83.0,False,ncaa_verified
Albertus Magnus,Southern Maine,241.0,False,ncaa_verified
Albertus Magnus,Southern Virginia,495.0,True,ncaa_verified
Albertus Magnus,Springfield,65.0,False,ncaa_verified
Albertus Magnus,St. Benedict,1347.0,False,ncaa_verified
Albertus Magnus,St. Elizabeth,112.0,False,ncaa_verified
Albertus Magnus,St. John Fisher,368.0,False,ncaa_verified
Albertus Magnus,St. Joseph (CT),44.0,False,ncaa_verified
Albertus Magnus,St. Joseph's (LI),118.0,False,ncaa_verified
Albertus Magnus,St. Joseph's (ME),254.0,False,ncaa_verified
Albertus Magnus,St. Lawrence,348.0,False,ncaa_verified
Albertus Magnus,St. Mary's (MD),362.0,False,ncaa_verified
Albertus Magnus,St. Norbert,1074.0,False,ncaa_verified
Albertus Magnus,St. Thomas (TX),1712.6,False,osrm
Albertus Magnus,St. Vincent,407.0,False,ncaa_verified
Albertus Magnus,Stevens,86.0,False,ncaa_verified
Albertus Magnus,Suffolk,137.0,False,ncaa_verified
Albertus Magnus,SUNY Cobleskill,196.0,False,ncaa_verified
Albertus Magnus,SUNY Geneseo,355.0,False,ncaa_verified
Albertus Magnus,SUNY New Paltz,96.0,False,ncaa_verified
Albertus Magnus,SUNYIT,240.3,False,osrm
Albertus Magnus,TCNJ,142.0,False,ncaa_verified
Albertus Magnus,Texas Lutheran,1876.0,False,ncaa_verified
Albertus Magnus,Transylvania,787.0,False,ncaa_verified
Albertus Magnus,Trine,706.0,False,ncaa_verified
Albertus Magnus,Trinity (CT),40.0,False,ncaa_verified
Albertus Magnus,Trinity (TX),1904.0,False,ncaa_verified
Albertus Magnus,Tufts,143.0,False,ncaa_verified
Albertus Magnus,UC Santa Cruz,3044.0,False,ncaa_verified
Albertus Magnus,Union (NY),168.0,False,ncaa_verified
Albertus Magnus,University of New England,225.0,False,ncaa_verified
Albertus Magnus,Ursinus,190.0,False,ncaa_verified
Albertus Magnus,UW-Eau Claire,1183.0,False,ncaa_verified
Albertus Magnus,UW-La Crosse,1148.0,False,ncaa_verified
Albertus Magnus,UW-Oshkosh,1042.0,False,ncaa_verified
Albertus Magnus,UW-Platteville,1051.3,False,osrm
Albertus Magnus,UW-Stevens Point,1129.0,False,ncaa_verified
Albertus Magnus,UW-Stout,1208.0,False,ncaa_verified
Albertus Magnus,UW-Superior,1328.0,False,ncaa_verified
Albertus Magnus,UW-Whitewater,971.0,False,ncaa_verified
Albertus Magnus,Vassar,78.0,False,ncaa_verified
Albertus Magnus,Virginia Wesleyan,434.6,False,osrm
Albertus Magnus,Wartburg,1174.0,False,ncaa_verified
Albertus Magnus,Washington & Jefferson,460.0,False,ncaa_verified
Albertus Magnus,Washington & Lee,492.0,True,ncaa_verified
Albertus Magnus,WashU,1036.0,False,ncaa_verified
Albertus Magnus,Webster,1045.0,False,ncaa_verified
Albertus Magnus,Wesleyan (CT),23.6,False,osrm
Albertus Magnus,Western Connecticut,38.1,False,osrm
Albertus Magnus,Western New England,68.0,False,ncaa_verified
Albertus Magnus,Westfield St.,72.0,False,ncaa_verified
Albertus Magnus,Westminster (MO),1137.0,False,ncaa_verified
Albertus Magnus,Wheaton (IL),891.0,False,ncaa_verified
Albertus Magnus,Whitman,2799.0,False,ncaa_verified
Albertus Magnus,Whittier,2863.0,False,ncaa_verified
Albertus Magnus,Whitworth,2639.4,False,osrm
Albertus Magnus,Widener,192.0,False,ncaa_verified
Albertus Magnus,Willamette,3021.0,False,ncaa_verified
Albertus Magnus,William Paterson,93.0,False,ncaa_verified
Albertus Magnus,Williams,139.0,False,ncaa_verified
Albertus Magnus,Wisconsin Lutheran,961.0,False,ncaa_verified
Albertus Magnus,Wittenberg,662.0,False,ncaa_verified
Albertus Magnus,WPI,101.0,False,ncaa_verified
Albertus Magnus,Yeshiva,71.7,False,osrm
Albertus Magnus,York (PA),268.0,False,ncaa_verified
Albion,Cortland,538.0,False,ncaa_verified
Albion,Gettysburg,516.0,True,ncaa_verified
Albion,Shenandoah,524.0,False,ncaa_verified
Albion,St. Mary's (MN),494.0,True,ncaa_verified
Albion,Susquehanna,515.0,True,ncaa_verified
Albion,UW-Eau Claire,507.0,True,ncaa_verified
Albion,Wartburg,495.0,True,ncaa_verified
Albright,Amherst,290.0,False,ncaa_verified
Albright,Arcadia,67.0,False,ncaa_verified
Albright,Aurora,758.0,False,ncaa_verified
Albright,Babson,326.0,False,ncaa_verified
Albright,Baldwin Wallace,389.0,False,ncaa_verified
Albright,Baruch,127.0,False,ncaa_verified
Albright,Bates,470.0,False,ncaa_verified
Albright,Belhaven,1117.0,False,ncaa_verified
Albright,Benedictine,742.0,False,ncaa_verified
Albright,Berry,774.0,False,ncaa_verified
Albright,Bethany Luth,1151.0,False,ncaa_verified
Albright,Bethel,1127.0,False,ncaa_verified
Albright,Bowdoin,465.0,False,ncaa_verified
Albright,Brevard,633.0,False,ncaa_verified
Albright,Bridgewater (VA),257.0,False,ncaa_verified
Albright,Bridgewater St.,339.0,False,ncaa_verified
Albright,Brockport St.,302.0,False,ncaa_verified
Albright,Brooklyn College,129.0,False,ncaa_verified
Albright,Bryn Athyn,71.0,False,ncaa_verified
Albright,Cal Lutheran,2710.0,False,ncaa_verified
Albright,Capital,425.0,False,ncaa_verified
Albright,Carnegie Mellon,264.0,False,ncaa_verified
Albright,Carroll,823.0,False,ncaa_verified
Albright,Carthage,787.0,False,ncaa_verified
Albright,Catholic,148.0,False,ncaa_verified
Albright,Centre,629.0,False,ncaa_verified
Albright,Chatham,260.0,False,ncaa_verified
Albright,Chicago,713.0,False,ncaa_verified
Albright,Christopher Newport,325.0,False,ncaa_verified
Albright,Coast Guard,247.0,False,ncaa_verified
Albright,Coe,949.0,False,ncaa_verified
Albright,Colorado College,1671.0,False,ncaa_verified
Albright,Concordia Moorhead,1358.0,False,ncaa_verified
Albright,Cortland,198.0,False,ncaa_verified
Albright,Denison,410.0,False,ncaa_verified
Albright,DePauw,651.0,False,ncaa_verified
Albright,DeSales,41.0,False,ncaa_verified
Albright,East Texas Baptist,1349.0,False,ncaa_verified
Albright,Elizabethtown,51.0,False,ncaa_verified
Albright,Emory,774.0,False,ncaa_verified
Albright,Endicott,362.0,False,ncaa_verified
Albright,Framingham St.,317.0,False,ncaa_verified
Albright,Franklin,622.0,False,ncaa_verified
Albright,Gallaudet,149.0,False,ncaa_verified
Albright,Gettysburg,99.0,False,ncaa_verified
Albright,Guilford,454.0,False,ncaa_verified
Albright,Gustavus Adolphus,1158.0,False,ncaa_verified
Albright,Hamline,1121.0,False,ncaa_verified
Albright,Hanover,610.0,False,ncaa_verified
Albright,Hardin-Simmons,1627.0,False,ncaa_verified
Albright,Hope,694.0,False,ncaa_verified
Albright,Houghton,265.0,False,ncaa_verified
Albright,Hunter,122.0,False,ncaa_verified
Albright,Husson,570.0,False,ncaa_verified
Albright,Illinois Wesleyan,773.0,False,ncaa_verified
Albright,Immaculata,163.0,False,ncaa_verified
Albright,Ithaca,207.0,False,ncaa_verified
Albright,John Carroll,381.0,False,ncaa_verified
Albright,Johns Hopkins,110.0,False,ncaa_verified
Albright,Johnson & Wales (RI),303.0,False,ncaa_verified
Albright,Knox,858.0,False,ncaa_verified
Albright,La Roche,273.0,False,ncaa_verified
Albright,LaGrange,845.0,False,ncaa_verified
Albright,Lancaster Bib,34.0,False,ncaa_verified
Albright,Lawrence,913.0,False,ncaa_verified
Albright,Lebanon Val,48.0,False,ncaa_verified
Albright,Linfield,2863.0,False,ncaa_verified
Albright,Luther,1014.0,False,ncaa_verified
Albright,Maine-Maritime,576.0,False,ncaa_verified
Albright,Marietta,384.0,False,ncaa_verified
Albright,Martin Luther,1178.0,False,ncaa_verified
Albright,Mary Hardin-Baylor,1582.0,False,ncaa_verified
Albright,Marymount,159.0,False,ncaa_verified
Albright,Mass-Dartmouth,400.0,False,ncaa_verified
Albright,McDaniel,95.0,False,ncaa_verified
Albright,McMurry,1628.0,False,ncaa_verified
Albright,Merchant Marine,149.0,False,ncaa_verified
Albright,Messiah,72.0,False,ncaa_verified
Albright,Middlebury,363.0,False,ncaa_verified
Albright,Millsaps,1098.0,False,ncaa_verified
Albright,Minn-Morris,1281.0,False,ncaa_verified
Albright,Montclair St.,115.0,False,ncaa_verified
Albright,MSOE,809.0,False,ncaa_verified
Albright,Mt. Aloysius,200.0,False,ncaa_verified
Albright,Mt. St. Joseph,540.0,False,ncaa_verified
Albright,Mt. St. Mary,164.0,False,ncaa_verified
Albright,Mt. St. Vincent,136.0,False,ncaa_verified
Albright,Nazareth,309.0,False,ncaa_verified
Albright,NC Wesleyan,375.0,False,ncaa_verified
Albright,Neumann,58.0,False,ncaa_verified
Albright,Northwestern (MN),1126.0,False,ncaa_verified
Albright,NYU,140.0,False,ncaa_verified
Albright,Oberlin,412.0,False,ncaa_verified
Albright,Oglethorpe,769.0,False,ncaa_verified
Albright,Ohio Northern,505.0,True,ncaa_verified
Albright,Ohio Wesleyan,451.0,False,ncaa_verified
Albright,Penn State-Behrend,360.0,False,ncaa_verified
Albright,Pfeiffer,502.0,True,ncaa_verified
Albright,Piedmont,718.0,False,ncaa_verified
Albright,Plattsburgh St.,405.0,False,ncaa_verified
Albright,Pomona-Pitzer,2640.0,False,ncaa_verified
Albright,Principia,860.0,False,ncaa_verified
Albright,PSU-Harrisburg,60.0,False,ncaa_verified
Albright,Randolph-Macon,247.0,False,ncaa_verified
Albright,Redlands,2609.0,False,ncaa_verified
Albright,Rhode Island College,304.0,False,ncaa_verified
Albright,Ripon,892.0,False,ncaa_verified
Albright,Roger Williams,320.0,False,ncaa_verified
Albright,Rowan,91.0,False,ncaa_verified
Albright,Salem St.,358.0,False,ncaa_verified
Albright,Scranton,100.0,False,ncaa_verified
Albright,Shenandoah,181.0,False,ncaa_verified
Albright,Skidmore,282.0,False,ncaa_verified
Albright,Smith,283.0,False,ncaa_verified
Albright,Southern Virginia,310.0,False,ncaa_verified
Albright,Springfield,266.0,False,ncaa_verified
Albright,St. Benedict,1198.0,False,ncaa_verified
Albright,St. John Fisher,309.0,False,ncaa_verified
Albright,St. Joseph's (LI),181.0,False,ncaa_verified
Albright,St. Joseph's (ME),454.0,False,ncaa_verified
Albright,St. Norbert,926.0,False,ncaa_verified
Albright,Stevens,120.0,False,ncaa_verified
Albright,SUNY Cobleskill,252.0,False,ncaa_verified
Albright,SUNY Geneseo,253.0,False,ncaa_verified
Albright,SUNY New Paltz,179.0,False,ncaa_verified
Albright,TCNJ,93.0,False,ncaa_verified
Albright,Texas Lutheran,1688.0,False,ncaa_verified
Albright,Transylvania,593.0,False,ncaa_verified
Albright,Trine,557.0,False,ncaa_verified
Albright,Trinity (CT),242.0,False,ncaa_verified
Albright,Trinity (TX),1718.0,False,ncaa_verified
Albright,Tufts,344.0,False,ncaa_verified
Albright,Ursinus,39.0,False,ncaa_verified
Albright,UW-La Crosse,997.0,False,ncaa_verified
Albright,UW-Oshkosh,893.0,False,ncaa_verified
Albright,UW-Stevens Point,980.0,False,ncaa_verified
Albright,UW-Stout,1061.0,False,ncaa_verified
Albright,UW-Superior,1180.0,False,ncaa_verified
Albright,UW-Whitewater,821.0,False,ncaa_verified
Albright,Vassar,184.0,False,ncaa_verified
Albright,Wartburg,1024.0,False,ncaa_verified
Albright,Washington & Jefferson,271.0,False,ncaa_verified
Albright,Washington & Lee,306.0,False,ncaa_verified
Albright,WashU,845.0,False,ncaa_verified
Albright,Webster,856.0,False,ncaa_verified
Albright,Western New England,268.0,False,ncaa_verified
Albright,Westfield St.,271.0,False,ncaa_verified
Albright,Westminster (MO),948.0,False,ncaa_verified
Albright,Whitman,2648.0,False,ncaa_verified
Albright,Whittier,2665.0,False,ncaa_verified
Albright,Widener,71.0,False,ncaa_verified
Albright,William Paterson,121.0,False,ncaa_verified
Albright,Williams,285.0,False,ncaa_verified
Albright,Wisconsin Lutheran,813.0,False,ncaa_verified
Albright,Wittenberg,473.0,False,ncaa_verified
Albright,WPI,301.0,False,ncaa_verified
Albright,York (PA),58.0,False,ncaa_verified
Amherst,Anderson,857.2,False,osrm
Amherst,Arcadia,263.0,False,ncaa_verified
Amherst,Asbury,897.0,False,ncaa_verified
Amherst,Augustana,1062.0,False,ncaa_verified
Amherst,Aurora,954.0,False,ncaa_verified
Amherst,Babson,98.0,False,ncaa_verified
Amherst,Baldwin Wallace,586.0,False,ncaa_verified
Amherst,Baruch,166.0,False,ncaa_verified
Amherst,Bates,206.0,False,ncaa_verified
Amherst,Belhaven,1389.0,False,ncaa_verified
Amherst,Benedictine,939.0,False,ncaa_verified
Amherst,Berea,886.0,False,ncaa_verified
Amherst,Berry,1043.0,False,ncaa_verified
Amherst,Bethany Luth,1346.0,False,ncaa_verified
Amherst,Bethel,1322.0,False,ncaa_verified
Amherst,Bowdoin,202.0,False,ncaa_verified
Amherst,Brandeis,83.9,False,osrm
Amherst,Brevard,920.0,False,ncaa_verified
Amherst,Bridgewater (VA),528.0,False,ncaa_verified
Amherst,Bridgewater St.,125.0,False,ncaa_verified
Amherst,Brockport St.,342.0,False,ncaa_verified
Amherst,Brooklyn College,175.0,False,ncaa_verified
Amherst,Bryn Athyn,259.0,False,ncaa_verified
Amherst,Cairn,247.6,False,osrm
Amherst,Cal Lutheran,2956.0,False,ncaa_verified
Amherst,Calvin,761.0,False,ncaa_verified
Amherst,Capital,709.0,False,ncaa_verified
Amherst,Carnegie Mellon,522.0,False,ncaa_verified
Amherst,Carroll,1020.0,False,ncaa_verified
Amherst,Carthage,982.0,False,ncaa_verified
Amherst,Case Western,569.0,False,ncaa_verified
Amherst,Catholic,391.0,False,ncaa_verified
Amherst,Centre,906.0,False,ncaa_verified
Amherst,Chapman,2910.0,False,ncaa_verified
Amherst,Chatham,518.0,True,ncaa_verified
Amherst,Chicago,909.0,False,ncaa_verified
Amherst,Christopher Newport,562.0,False,ncaa_verified
Amherst,Claremont-Mudd-Scripps,2884.6,False,ncaa_verified
Amherst,Coast Guard,101.0,False,ncaa_verified
Amherst,Coe,1150.0,False,ncaa_verified
Amherst,Colby,247.1,False,ncaa_verified
Amherst,Colorado College,1949.0,False,ncaa_verified
Amherst,Concordia (TX),1900.5,False,osrm
Amherst,Concordia Moorhead,1554.0,False,ncaa_verified
Amherst,Cortland,255.0,False,ncaa_verified
Amherst,Denison,683.0,False,ncaa_verified
Amherst,DePauw,929.0,False,ncaa_verified
Amherst,DeSales,258.0,False,ncaa_verified
Amherst,Dickinson,374.0,False,ncaa_verified
Amherst,Drew,193.0,False,osrm
Amherst,East Texas Baptist,1618.0,False,ncaa_verified
Amherst,Eastern Connecticut,77.0,False,ncaa_verified
Amherst,Elizabethtown,346.0,False,ncaa_verified
Amherst,Emmanuel,108.0,False,ncaa_verified
Amherst,Emory,1026.0,False,ncaa_verified
Amherst,Endicott,113.0,False,ncaa_verified
Amherst,Eureka,1024.0,False,ncaa_verified
Amherst,Farmingdale,179.6,False,osrm
Amherst,Framingham St.,88.0,False,ncaa_verified
Amherst,Franklin,900.0,False,ncaa_verified
Amherst,Franklin & Marshall,327.7,False,osrm
Amherst,Gallaudet,391.0,False,ncaa_verified
Amherst,Gettysburg,378.0,False,ncaa_verified
Amherst,Greensboro,703.0,False,ncaa_verified
Amherst,Greenville,1074.0,False,ncaa_verified
Amherst,Grinnell,1186.2,False,osrm
Amherst,Guilford,710.0,False,ncaa_verified
Amherst,Gustavus Adolphus,1353.0,False,ncaa_verified
Amherst,Hamilton,206.0,False,ncaa_verified
Amherst,Hamline,1317.0,False,ncaa_verified
Amherst,Hanover,892.0,False,ncaa_verified
Amherst,Hardin-Simmons,1896.0,False,ncaa_verified
Amherst,Hood,403.4,False,osrm
Amherst,Hope,789.0,False,ncaa_verified
Amherst,Houghton,390.0,False,ncaa_verified
Amherst,Hunter,168.0,False,ncaa_verified
Amherst,Husson,301.0,False,ncaa_verified
Amherst,Illinois Wesleyan,1020.0,False,ncaa_verified
Amherst,Immaculata,382.0,False,ncaa_verified
Amherst,Ithaca,263.0,False,ncaa_verified
Amherst,John Carroll,564.0,False,ncaa_verified
Amherst,John Jay,166.0,False,ncaa_verified
Amherst,Johns Hopkins,359.0,False,ncaa_verified
Amherst,Johnson & Wales (RI),104.0,False,ncaa_verified
Amherst,Knox,1083.0,False,ncaa_verified
Amherst,La Roche,532.0,False,ncaa_verified
Amherst,La Verne,2886.0,False,ncaa_verified
Amherst,LaGrange,1099.0,False,ncaa_verified
Amherst,Lancaster Bib,327.0,False,ncaa_verified
Amherst,Lawrence,1109.0,False,ncaa_verified
Amherst,Lebanon Val,325.0,False,ncaa_verified
Amherst,Lehman,151.9,False,osrm
Amherst,Linfield,3059.0,False,ncaa_verified
Amherst,Loras,1093.0,False,ncaa_verified
Amherst,Luther,1209.0,False,ncaa_verified
Amherst,Lyon,1379.0,False,osrm
Amherst,Maine-Farmington,249.0,False,osrm
Amherst,Maine-Maritime,313.0,False,ncaa_verified
Amherst,Manhattanville,137.0,False,ncaa_verified
Amherst,Marietta,661.0,False,ncaa_verified
Amherst,Martin Luther,1375.0,False,ncaa_verified
Amherst,Mary Hardin-Baylor,1853.0,False,ncaa_verified
Amherst,Mary Washington,448.0,False,ncaa_verified
Amherst,Marymount,410.0,False,ncaa_verified
Amherst,Maryville,1137.7,False,ncaa_verified
Amherst,Mass-Boston,96.0,False,osrm
Amherst,Mass-Dartmouth,108.0,False,ncaa_verified
Amherst,McDaniel,383.0,False,ncaa_verified
Amherst,McMurry,1899.0,False,ncaa_verified
Amherst,Merchant Marine,163.0,False,ncaa_verified
